order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
345,05-09-2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Night
346,1/31/2023,Cold coffee,Beverages,40,12,480,Cash,Mr.,Morning
347,6/24/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Afternoon
348,9/19/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight
349,8/17/2022,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Evening
350,9/21/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning
351,07-08-2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
352,5/25/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Night
353,5/18/2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight
354,1/16/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Midnight
355,3/15/2023,Cold coffee,Beverages,40,4,160,Online,Mr.,Midnight
356,5/26/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night
357,9/21/2022,Sandwich,Fastfood,60,9,540,Online,Mrs.,Afternoon
358,10/27/2022,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Night
359,8/27/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Night
360,10-06-2022,Cold coffee,Beverages,40,2,80,Online,Mrs.,Midnight
361,6/30/2022,Sandwich,Fastfood,60,15,900,,Mrs.,Night
362,12/30/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Morning
363,05-09-2022,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon
364,10-11-2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Night
365,07-08-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
366,11/30/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Afternoon
367,08-10-2022,Panipuri,Fastfood,20,6,120,,Mr.,Afternoon
368,8/31/2022,Cold coffee,Beverages,40,2,80,Cash,Mr.,Night
369,07-03-2022,Sandwich,Fastfood,60,2,120,Online,Mrs.,Evening
370,5/28/2022,Panipuri,Fastfood,20,5,100,,Mrs.,Midnight
371,10/18/2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night
372,11/19/2022,Frankie,Fastfood,50,12,600,,Mr.,Morning
373,05-08-2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight
374,7/24/2022,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight
375,11/17/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Evening
376,12-04-2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
377,5/20/2022,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening
378,4/24/2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight
379,2/15/2023,Cold coffee,Beverages,40,14,560,,Mr.,Afternoon
380,10/20/2022,Sandwich,Fastfood,60,5,300,Online,Mrs.,Afternoon
381,2/26/2023,Vadapav,Fastfood,20,1,20,Online,Mr.,Morning
382,8/16/2022,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Night
383,05-06-2022,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Morning
384,10/22/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon
385,4/25/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Morning
386,11/23/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Midnight
387,3/17/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight
388,10-09-2022,Sandwich,Fastfood,60,14,840,Cash,Mr.,Evening
389,12/22/2022,Sandwich,Fastfood,60,12,720,Cash,Mrs.,Evening
390,6/18/2022,Sugarcane juice,Beverages,25,5,125,,Mr.,Midnight
391,4/21/2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Night
392,9/18/2022,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night
393,07-02-2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Evening
394,04-03-2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Morning
395,1/31/2023,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Evening
396,10/31/2022,Frankie,Fastfood,50,15,750,Online,Mr.,Morning
397,07-06-2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Afternoon
398,1/13/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening
399,6/24/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Evening
400,03-04-2023,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning
401,10-11-2022,Sugarcane juice,Beverages,25,8,200,Online,Mrs.,Midnight
402,3/19/2023,Frankie,Fastfood,50,7,350,Cash,Mr.,Night
403,9/25/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight
404,11/26/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Midnight
405,12/13/2022,Sugarcane juice,Beverages,25,10,250,Cash,Mr.,Night
406,10/13/2022,Cold coffee,Beverages,40,4,160,Online,Mrs.,Afternoon
407,01-02-2023,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Evening
408,10-05-2022,Vadapav,Fastfood,20,4,80,Online,Mr.,Midnight
409,9/15/2022,Aalopuri,Fastfood,20,9,180,Cash,Mrs.,Morning
410,11/23/2022,Aalopuri,Fastfood,20,15,300,Online,Mr.,Afternoon
411,11/20/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon
412,03-09-2023,Sugarcane juice,Beverages,25,14,350,,Mr.,Afternoon
413,04-03-2022,Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight
414,1/21/2023,Cold coffee,Beverages,40,13,520,,Mr.,Night
415,12-05-2022,Vadapav,Fastfood,20,8,160,Online,Mr.,Evening
416,08-05-2022,Sandwich,Fastfood,60,9,540,,Mr.,Morning
417,1/16/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening
418,11-12-2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Night
419,10-08-2022,Sugarcane juice,Beverages,25,14,350,,Mrs.,Midnight
420,1/30/2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
421,3/24/2023,Cold coffee,Beverages,40,2,80,Online,Mr.,Midnight
422,08-02-2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Evening
423,10/21/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Night
424,4/21/2022,Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight
425,8/17/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Afternoon
426,1/20/2023,Frankie,Fastfood,50,14,700,Cash,Mr.,Midnight
427,5/21/2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon
428,12/24/2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Afternoon
429,9/19/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Night
430,11-05-2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Night
431,3/16/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening
432,3/27/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Afternoon
433,5/27/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening
434,8/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning
435,05-08-2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Afternoon
436,01-05-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight
437,8/31/2022,Cold coffee,Beverages,40,1,40,,Mr.,Morning
438,6/20/2022,Cold coffee,Beverages,40,5,200,Online,Mr.,Morning
439,9/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Afternoon
440,11/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Afternoon
441,11-02-2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Midnight
442,8/22/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Night
443,09-05-2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Night
444,9/28/2022,Frankie,Fastfood,50,4,200,,Mr.,Evening
445,10/22/2022,Sandwich,Fastfood,60,14,840,Online,Mrs.,Morning
446,8/31/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night
447,1/17/2023,Frankie,Fastfood,50,6,300,Online,Mrs.,Afternoon
448,7/27/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Evening
449,09-09-2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon
450,5/20/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Morning
451,3/15/2023,Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Midnight
452,12/25/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon
453,10/20/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Midnight
454,03-07-2023,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening
455,03-01-2023,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight
456,12/31/2022,Cold coffee,Beverages,40,13,520,,Mrs.,Night
457,10/16/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Evening
458,09-12-2022,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Midnight
459,06-08-2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Night
460,11/20/2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Morning
461,7/22/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight
462,4/24/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Morning
463,06-11-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Midnight
464,10/18/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning
465,1/15/2023,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening
466,01-11-2023,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
467,10/17/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning
468,09-08-2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening
469,5/15/2022,Sandwich,Fastfood,60,7,420,Online,Mrs.,Morning
470,9/29/2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning
471,2/13/2023,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon
472,01-11-2023,Panipuri,Fastfood,20,10,200,,Mr.,Midnight
473,09-04-2022,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Evening
474,8/28/2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Night
475,2/24/2023,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night
476,02-02-2023,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Morning
477,2/13/2023,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Midnight
478,12/27/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon
479,2/13/2023,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Afternoon
480,10-02-2022,Vadapav,Fastfood,20,12,240,Cash,Mr.,Evening
481,10/29/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening
482,1/31/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Afternoon
483,4/27/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Morning
484,3/21/2023,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon
485,2/26/2023,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Midnight
486,2/14/2023,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Midnight
487,5/27/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Midnight
488,9/21/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Midnight
489,02-03-2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
490,12/26/2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Morning
491,5/31/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Midnight
492,07-11-2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon
493,10-02-2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Morning
494,1/14/2023,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night
495,10/20/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Midnight
496,11-07-2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Night
497,1/25/2023,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight
498,6/16/2022,Frankie,Fastfood,50,1,50,Cash,Mr.,Midnight
499,7/27/2022,Sandwich,Fastfood,60,8,480,Online,Mrs.,Evening
500,04-08-2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight
501,08-09-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Afternoon
502,01-04-2023,Panipuri,Fastfood,20,13,260,Online,Mr.,Night
503,11-04-2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Morning
504,12-09-2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening
505,02-12-2023,Frankie,Fastfood,50,4,200,Cash,Mr.,Night
506,12/26/2022,Cold coffee,Beverages,40,12,480,Cash,Mrs.,Midnight
507,12/14/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Morning
508,12-10-2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Night
509,10/26/2022,Vadapav,Fastfood,20,11,220,Online,Mr.,Evening
510,04-04-2022,Sandwich,Fastfood,60,14,840,Online,Mr.,Afternoon
511,08-02-2022,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Night
512,01-11-2023,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon
513,7/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Night
514,8/24/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening
515,11-02-2022,Sandwich,Fastfood,60,7,420,,Mrs.,Night
516,9/22/2022,Sugarcane juice,Beverages,25,12,300,Online,Mrs.,Midnight
517,07-02-2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Evening
518,12-09-2022,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Morning
519,11/25/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Morning
520,04-03-2022,Panipuri,Fastfood,20,11,220,Online,Mrs.,Night
521,1/27/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Morning
522,12/29/2022,Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight
523,11-03-2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon
524,05-01-2022,Aalopuri,Fastfood,20,13,260,Online,Mr.,Afternoon
525,05-04-2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Midnight
526,07-04-2022,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Evening
527,01-06-2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon
528,07-01-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight
529,5/15/2022,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon
530,7/27/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Night
531,10-04-2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Night
532,3/27/2023,Panipuri,Fastfood,20,13,260,Online,Mrs.,Midnight
533,02-05-2023,Frankie,Fastfood,50,2,100,,Mrs.,Night
534,5/16/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Night
535,09-05-2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Midnight
536,03-01-2023,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Evening
537,1/25/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening
538,06-05-2022,Panipuri,Fastfood,20,7,140,Online,Mr.,Morning
539,09-07-2022,Panipuri,Fastfood,20,3,60,Online,Mr.,Evening
540,5/27/2022,Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon
541,7/30/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Night
542,08-04-2022,Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening
543,04-10-2022,Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Evening
544,12/14/2022,Sandwich,Fastfood,60,15,900,Online,Mrs.,Morning
545,01-01-2023,Sandwich,Fastfood,60,13,780,Online,Mrs.,Midnight
546,07-09-2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Midnight
547,5/14/2022,Cold coffee,Beverages,40,10,400,Online,Mr.,Morning
548,3/29/2023,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon
549,4/15/2022,Sugarcane juice,Beverages,25,3,75,Online,Mr.,Afternoon
550,11/15/2022,Cold coffee,Beverages,40,15,600,Online,Mr.,Afternoon
551,7/30/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Evening
552,09-12-2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Midnight
553,11-11-2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Evening
554,03-09-2023,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Afternoon
555,4/16/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Evening
556,2/27/2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night
557,6/30/2022,Sandwich,Fastfood,60,2,120,Cash,Mrs.,Evening
558,10-01-2022,Panipuri,Fastfood,20,5,100,Online,Mr.,Morning
559,8/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Night
560,12-10-2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Evening
561,6/13/2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Midnight
562,08-09-2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon
563,10/13/2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening
564,9/27/2022,Cold coffee,Beverages,40,2,80,,Mr.,Morning
565,9/27/2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Evening
566,7/19/2022,Frankie,Fastfood,50,3,150,Cash,Mr.,Evening
567,10/16/2022,Cold coffee,Beverages,40,7,280,Online,Mrs.,Afternoon
568,12/29/2022,Panipuri,Fastfood,20,12,240,,Mrs.,Afternoon
569,01-02-2023,Cold coffee,Beverages,40,15,600,Online,Mrs.,Midnight
570,9/15/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning
571,11/28/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Evening
572,04-02-2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon
573,09-07-2022,Frankie,Fastfood,50,2,100,Cash,Mr.,Afternoon
574,10/22/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Night
575,12/24/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight
576,3/23/2023,Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon
577,09-06-2022,Cold coffee,Beverages,40,7,280,Cash,Mr.,Evening
578,6/30/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
579,4/27/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening
580,07-01-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
581,4/23/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Afternoon
582,05-12-2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning
583,5/31/2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Night
584,12-04-2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Morning
585,03-05-2023,Vadapav,Fastfood,20,11,220,Cash,Mrs.,Morning
586,5/22/2022,Sandwich,Fastfood,60,15,900,Online,Mr.,Night
587,04-09-2022,Aalopuri,Fastfood,20,10,200,Cash,Mrs.,Night
588,6/16/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Morning
589,8/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night
590,3/27/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight
591,10-01-2022,Sandwich,Fastfood,60,13,780,Cash,Mrs.,Morning
592,12-04-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning
593,2/16/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening
594,1/20/2023,Frankie,Fastfood,50,6,300,Cash,Mrs.,Morning
595,2/22/2023,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon
596,4/26/2022,Cold coffee,Beverages,40,1,40,Online,Mrs.,Night
597,11/30/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Midnight
598,08-02-2022,Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon
599,10-03-2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Morning
600,12/24/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Morning
601,11-01-2022,Aalopuri,Fastfood,20,12,240,Online,Mr.,Morning
602,8/27/2022,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Night
603,8/31/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Afternoon
604,09-08-2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night
605,04-04-2022,Cold coffee,Beverages,40,15,600,,Mrs.,Afternoon
606,04-09-2022,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night
607,12/15/2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Afternoon
608,2/28/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Midnight
609,02-07-2023,Aalopuri,Fastfood,20,14,280,,Mr.,Midnight
610,05-08-2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
611,6/25/2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Morning
612,02-06-2023,Aalopuri,Fastfood,20,3,60,Online,Mr.,Midnight
613,06-10-2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night
614,12/19/2022,Vadapav,Fastfood,20,2,40,,Mr.,Morning
615,8/14/2022,Sandwich,Fastfood,60,14,840,,Mr.,Morning
616,7/15/2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight
617,6/28/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Night
618,04-08-2022,Frankie,Fastfood,50,1,50,Online,Mr.,Evening
619,09-09-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Morning
620,9/14/2022,Panipuri,Fastfood,20,12,240,Online,Mrs.,Evening
621,2/13/2023,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Evening
622,12/14/2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Afternoon
623,04-02-2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Midnight
624,03-08-2023,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Morning
625,6/17/2022,Sandwich,Fastfood,60,15,900,Online,Mr.,Morning
626,02-01-2023,Cold coffee,Beverages,40,15,600,Cash,Mr.,Night
627,6/22/2022,Sugarcane juice,Beverages,25,15,375,Online,Mr.,Afternoon
628,05-02-2022,Cold coffee,Beverages,40,10,400,,Mrs.,Night
629,1/20/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening
630,5/27/2022,Frankie,Fastfood,50,7,350,,Mrs.,Morning
631,07-01-2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Evening
632,10/28/2022,Panipuri,Fastfood,20,9,180,Online,Mrs.,Night
633,5/24/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Evening
634,7/26/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon
635,02-06-2023,Vadapav,Fastfood,20,15,300,Online,Mrs.,Night
636,4/26/2022,Cold coffee,Beverages,40,12,480,,Mr.,Morning
637,5/14/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
638,8/20/2022,Cold coffee,Beverages,40,11,440,Online,Mrs.,Afternoon
639,1/26/2023,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Morning
640,01-04-2023,Sandwich,Fastfood,60,15,900,Online,Mr.,Night
641,02-09-2023,Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon
642,05-09-2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning
643,10/20/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Afternoon
644,02-03-2023,Panipuri,Fastfood,20,5,100,Online,Mrs.,Evening
645,7/26/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night
646,8/30/2022,Vadapav,Fastfood,20,14,280,Online,Mrs.,Afternoon
647,06-05-2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Afternoon
648,5/27/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night
649,11-05-2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Midnight
650,04-07-2022,Sandwich,Fastfood,60,13,780,Online,Mrs.,Morning
651,07-11-2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Midnight
652,5/21/2022,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon
653,5/30/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Midnight
654,03-04-2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Morning
655,6/30/2022,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning
656,11/28/2022,Sandwich,Fastfood,60,6,360,Online,Mrs.,Midnight
657,01-10-2023,Cold coffee,Beverages,40,7,280,,Mr.,Midnight
658,10-10-2022,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon
659,1/21/2023,Panipuri,Fastfood,20,2,40,Online,Mr.,Afternoon
660,7/25/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night
661,10-11-2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight
662,2/15/2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Afternoon
663,02-05-2023,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
664,10/31/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Morning
665,05-06-2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Evening
666,1/25/2023,Panipuri,Fastfood,20,9,180,Cash,Mr.,Evening
667,9/28/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
668,05-11-2022,Aalopuri,Fastfood,20,4,80,Online,Mr.,Morning
669,3/18/2023,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening
670,07-05-2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Night
671,10-09-2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon
672,11/24/2022,Cold coffee,Beverages,40,3,120,,Mrs.,Evening
673,9/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
674,7/17/2022,Sugarcane juice,Beverages,25,13,325,,Mr.,Morning
675,4/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Night
676,05-04-2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Evening
677,5/19/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Morning
678,5/23/2022,Aalopuri,Fastfood,20,3,60,Online,Mr.,Evening
679,11-02-2022,Sandwich,Fastfood,60,12,720,Online,Mr.,Morning
680,4/20/2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Night
681,12-09-2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night
682,10-11-2022,Aalopuri,Fastfood,20,14,280,Online,Mr.,Midnight
683,08-12-2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
684,9/18/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Afternoon
685,5/20/2022,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon
686,11/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Afternoon
687,12/18/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Midnight
688,5/14/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon
