,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
7288,Resort Hotel,1,179,2016,August,32,1,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,146.8,0,2,Canceled,2016-07-26
7289,Resort Hotel,1,243,2016,August,32,1,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,170.0,0,2,Canceled,2016-06-02
7290,Resort Hotel,0,194,2016,August,32,1,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315.0,,0,Transient,130.55,0,0,Check-Out,2016-08-08
7291,Resort Hotel,1,152,2016,August,32,1,2,5,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,212.14,0,0,Canceled,2016-07-11
7292,Resort Hotel,1,180,2016,August,32,1,2,5,2,1.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient-Party,177.5,0,2,Canceled,2016-02-09
7293,Resort Hotel,1,177,2016,August,32,1,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,103.5,0,1,Canceled,2016-06-06
7294,Resort Hotel,0,194,2016,August,32,1,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315.0,,0,Transient,130.55,0,0,Check-Out,2016-08-08
7295,Resort Hotel,1,180,2016,August,32,1,2,5,2,1.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient-Party,177.5,0,2,Canceled,2016-02-09
7296,Resort Hotel,1,150,2016,August,32,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,162.86,0,0,Canceled,2016-06-07
7297,Resort Hotel,0,163,2016,August,32,1,2,5,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,315.0,,0,Transient,140.76,0,1,Check-Out,2016-08-08
7298,Resort Hotel,0,265,2016,August,32,1,2,5,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,143.3,0,1,Check-Out,2016-08-08
7299,Resort Hotel,1,149,2016,August,32,1,3,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,176.44,0,2,Canceled,2016-04-27
7300,Resort Hotel,1,161,2016,August,32,1,3,6,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,256.5,0,0,Canceled,2016-04-05
7301,Resort Hotel,1,158,2016,August,32,1,3,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,212.0,0,1,Canceled,2016-07-26
7302,Resort Hotel,1,209,2016,August,32,1,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,0,Canceled,2016-01-06
7303,Resort Hotel,1,127,2016,August,32,1,5,14,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,191.0,0,1,Canceled,2016-04-19
7304,Resort Hotel,1,5,2016,August,32,2,0,1,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,0.0,0,0,Canceled,2016-07-28
7305,Resort Hotel,1,197,2016,August,32,2,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,166.5,0,2,Canceled,2016-03-15
7306,Resort Hotel,1,210,2016,August,32,2,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,1,Canceled,2016-03-14
7307,Resort Hotel,1,56,2016,August,32,2,0,3,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-06-14
7308,Resort Hotel,1,56,2016,August,32,2,0,3,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-06-14
7309,Resort Hotel,1,29,2016,August,32,2,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,209.0,0,0,Canceled,2016-07-04
7310,Resort Hotel,1,152,2016,August,32,2,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,162.0,0,1,Canceled,2016-07-13
7311,Resort Hotel,0,274,2016,August,32,2,0,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,0,Check-Out,2016-08-07
7312,Resort Hotel,1,152,2016,August,32,2,0,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,252.0,0,1,Canceled,2016-07-13
7313,Resort Hotel,1,29,2016,August,32,2,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,209.0,0,0,Canceled,2016-07-04
7314,Resort Hotel,1,274,2016,August,32,2,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,1,Canceled,2016-06-21
7315,Resort Hotel,1,36,2016,August,32,2,0,4,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,244.5,0,0,Canceled,2016-07-28
7316,Resort Hotel,1,55,2016,August,32,2,0,4,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,1,Canceled,2016-06-14
7317,Resort Hotel,1,220,2016,August,32,2,2,5,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,282.0,0,1,Canceled,2016-05-10
7318,Resort Hotel,1,434,2016,August,32,2,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,160.5,0,0,Canceled,2015-10-14
7319,Resort Hotel,1,190,2016,August,32,2,2,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,250.0,0,0,Canceled,2016-03-10
7320,Resort Hotel,1,215,2016,August,32,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,240.0,0,0,Canceled,2016-07-26
7321,Resort Hotel,1,48,2016,August,32,2,2,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-06-19
7322,Resort Hotel,1,209,2016,August,32,2,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,158.0,0,0,Canceled,2016-01-08
7323,Resort Hotel,1,208,2016,August,32,2,4,12,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,141.1,0,0,Canceled,2016-01-11
7324,Resort Hotel,1,58,2016,August,32,3,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,221.0,0,0,Canceled,2016-06-06
7325,Resort Hotel,1,58,2016,August,32,3,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-06-06
7326,Resort Hotel,1,15,2016,August,32,3,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,219.0,0,1,Canceled,2016-07-20
7327,Resort Hotel,1,16,2016,August,32,3,1,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,283.32,0,0,Canceled,2016-07-21
7328,Resort Hotel,1,143,2016,August,32,3,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,231.0,0,0,Canceled,2016-03-24
7329,Resort Hotel,1,143,2016,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,211.0,0,0,Canceled,2016-03-24
7330,Resort Hotel,1,267,2016,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,157.5,0,1,Canceled,2015-11-17
7331,Resort Hotel,1,143,2016,August,32,3,2,5,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,211.0,0,0,Canceled,2016-03-24
7332,Resort Hotel,1,169,2016,August,32,3,2,5,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,204.0,0,0,Canceled,2016-05-23
7333,Resort Hotel,1,162,2016,August,32,3,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,100.8,0,2,Canceled,2016-07-19
7334,Resort Hotel,1,247,2016,August,32,4,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,119.0,0,0,Canceled,2016-08-01
7335,Resort Hotel,1,24,2016,August,32,4,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,231.0,0,0,Canceled,2016-07-11
7336,Resort Hotel,1,23,2016,August,32,4,0,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,272.7,0,0,Canceled,2016-07-30
7337,Resort Hotel,1,44,2016,August,32,4,1,3,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,221.0,0,0,Canceled,2016-06-23
7338,Resort Hotel,1,104,2016,August,32,4,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-06-10
7339,Resort Hotel,1,349,2016,August,32,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,125.4,0,3,Canceled,2016-06-21
7340,Resort Hotel,1,349,2016,August,32,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,113.4,0,3,Canceled,2016-06-21
7341,Resort Hotel,1,157,2016,August,32,4,2,3,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,230.0,0,1,Canceled,2016-02-29
7342,Resort Hotel,1,199,2016,August,32,4,2,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,240.0,0,1,Canceled,2016-01-18
7343,Resort Hotel,1,64,2016,August,32,4,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,209.0,0,2,Canceled,2016-06-03
7344,Resort Hotel,1,93,2016,August,32,4,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,231.0,0,0,Canceled,2016-05-03
7345,Resort Hotel,1,91,2016,August,32,4,2,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,246.0,0,1,Canceled,2016-05-13
7346,Resort Hotel,1,98,2016,August,32,4,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,201.0,0,0,Canceled,2016-07-16
7347,Resort Hotel,1,100,2016,August,32,4,2,6,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,241.0,0,0,Canceled,2016-06-06
7348,Resort Hotel,1,0,2016,August,32,5,0,1,2,2.0,1,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,199.0,0,0,Canceled,2016-08-05
7349,Resort Hotel,1,116,2016,August,32,5,0,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,236.0,0,0,Canceled,2016-04-14
7350,Resort Hotel,1,52,2016,August,32,5,0,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,186.88,0,0,Canceled,2016-07-06
7351,Resort Hotel,1,145,2016,August,32,5,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,259.0,0,0,Canceled,2016-03-23
7352,Resort Hotel,1,96,2016,August,32,5,0,2,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,233.0,0,0,Canceled,2016-07-12
7353,Resort Hotel,1,96,2016,August,32,5,0,2,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,221.0,0,0,Canceled,2016-07-12
7354,Resort Hotel,1,20,2016,August,32,5,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,299.0,0,0,Canceled,2016-07-21
7355,Resort Hotel,1,105,2016,August,32,5,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-07-11
7356,Resort Hotel,1,151,2016,August,32,5,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,245.67,0,1,Canceled,2016-07-24
7357,Resort Hotel,1,44,2016,August,32,5,2,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,186.88,0,0,Canceled,2016-06-24
7358,Resort Hotel,1,47,2016,August,32,5,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,209.0,0,0,Canceled,2016-07-11
7359,Resort Hotel,1,210,2016,August,32,5,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,170.0,0,1,Canceled,2016-01-22
7360,Resort Hotel,1,156,2016,August,32,5,2,5,3,0.0,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,187.7,0,1,Canceled,2016-07-28
7361,Resort Hotel,1,156,2016,August,32,5,2,5,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,182.2,0,0,Canceled,2016-07-28
7362,Resort Hotel,1,162,2016,August,32,5,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,1,Canceled,2016-07-21
7363,Resort Hotel,1,149,2016,August,32,5,2,6,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,248.75,0,0,Canceled,2016-03-10
7364,Resort Hotel,1,149,2016,August,32,5,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,188.75,0,0,Canceled,2016-03-10
7365,Resort Hotel,1,149,2016,August,32,5,2,7,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,248.89,0,0,Canceled,2016-03-10
7366,Resort Hotel,1,149,2016,August,32,5,2,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,188.89,0,0,Canceled,2016-03-10
7367,Resort Hotel,1,177,2016,August,32,5,2,4,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,298.0,0,0,Canceled,2016-02-15
7368,Resort Hotel,1,105,2016,August,32,5,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,244.0,,0,Transient,185.0,0,0,Canceled,2016-04-28
7369,Resort Hotel,1,4,2016,August,32,6,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,182.0,0,0,Canceled,2016-08-03
7370,Resort Hotel,1,33,2016,August,32,6,2,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,289.0,0,0,Canceled,2016-07-07
7371,Resort Hotel,1,199,2016,August,32,6,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,262.0,0,0,Canceled,2016-01-25
7372,Resort Hotel,1,221,2016,August,32,6,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,126.0,0,1,Canceled,2016-02-02
7373,Resort Hotel,1,33,2016,August,32,6,2,2,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,209.0,0,1,Canceled,2016-07-13
7374,Resort Hotel,1,155,2016,August,32,6,2,2,2,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,182.0,0,0,Canceled,2016-04-27
7375,Resort Hotel,1,156,2016,August,32,6,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,182.0,0,0,Canceled,2016-07-26
7376,Resort Hotel,1,90,2016,August,32,6,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,179.0,0,0,Canceled,2016-05-11
7377,Resort Hotel,1,16,2016,August,32,6,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,251.0,0,0,Canceled,2016-07-26
7378,Resort Hotel,1,76,2016,August,32,6,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,202.33,0,0,Canceled,2016-06-19
7379,Resort Hotel,1,157,2016,August,32,6,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,213.0,0,1,Canceled,2016-05-05
7380,Resort Hotel,1,357,2016,August,32,6,2,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,176.0,0,3,Canceled,2016-07-22
7381,Resort Hotel,1,325,2016,August,32,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,157.5,0,1,Canceled,2015-10-22
7382,Resort Hotel,1,100,2016,August,32,6,2,6,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,224.0,0,0,Canceled,2016-05-10
7383,Resort Hotel,1,168,2016,August,32,6,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,205.0,0,0,Canceled,2016-02-29
7384,Resort Hotel,1,48,2016,August,32,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-07-03
7385,Resort Hotel,1,168,2016,August,32,6,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,180.0,0,0,Canceled,2016-02-29
7386,Resort Hotel,1,248,2016,August,32,6,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,157.5,0,1,Canceled,2015-12-26
7387,Resort Hotel,1,187,2016,August,32,6,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253.0,,0,Transient,95.4,0,1,Canceled,2016-03-03
7388,Resort Hotel,1,125,2016,August,33,7,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-07-22
7389,Resort Hotel,1,47,2016,August,33,7,1,0,3,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,274.0,0,0,Canceled,2016-07-05
7390,Resort Hotel,1,1,2016,August,33,7,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,165.55,0,0,Canceled,2016-08-06
7391,Resort Hotel,1,1,2016,August,33,7,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,165.55,0,0,Canceled,2016-08-06
7392,Resort Hotel,1,44,2016,August,33,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,230.0,0,0,Canceled,2016-07-20
7393,Resort Hotel,1,9,2016,August,33,7,2,0,3,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,299.0,0,0,No-Show,2016-08-07
7394,Resort Hotel,1,290,2016,August,33,7,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,157.5,0,2,Canceled,2016-06-14
7395,Resort Hotel,1,98,2016,August,33,7,2,3,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,241.0,0,0,Canceled,2016-05-04
7396,Resort Hotel,1,91,2016,August,33,7,2,3,3,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,273.0,0,0,Canceled,2016-07-26
7397,Resort Hotel,1,52,2016,August,33,7,2,3,2,2.0,0,BB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,269.0,0,0,Canceled,2016-07-08
7398,Resort Hotel,1,148,2016,August,33,7,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,269.0,0,0,Canceled,2016-06-14
7399,Resort Hotel,1,167,2016,August,33,7,2,4,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,254.0,0,0,Canceled,2016-06-14
7400,Resort Hotel,1,148,2016,August,33,7,2,4,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,259.0,0,0,Canceled,2016-06-14
7401,Resort Hotel,1,91,2016,August,33,7,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,240.0,,0,Transient,236.71,0,0,Canceled,2016-05-22
7402,Resort Hotel,1,208,2016,August,33,7,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,157.5,0,2,Canceled,2016-01-19
7403,Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,191.0,0,0,Canceled,2016-03-21
7404,Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,211.0,0,0,Canceled,2016-03-28
7405,Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,211.0,0,0,Canceled,2016-03-28
7406,Resort Hotel,1,139,2016,August,33,7,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,191.0,0,0,Canceled,2016-03-21
7407,Resort Hotel,1,141,2016,August,33,7,4,10,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,259.0,0,0,Canceled,2016-06-19
7408,Resort Hotel,1,161,2016,August,33,8,1,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,144.0,0,0,Canceled,2016-03-01
7409,Resort Hotel,1,257,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,156.0,0,1,Canceled,2016-07-04
7410,Resort Hotel,1,245,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,157.5,0,1,Canceled,2016-03-08
7411,Resort Hotel,1,290,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,157.5,0,1,Canceled,2016-03-18
7412,Resort Hotel,0,329,2016,August,33,8,1,3,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,172.0,0,1,Check-Out,2016-08-12
7413,Resort Hotel,1,236,2016,August,33,8,1,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,138.0,0,2,Canceled,2016-06-14
7414,Resort Hotel,1,60,2016,August,33,8,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,243.63,0,0,Canceled,2016-06-09
7415,Resort Hotel,1,60,2016,August,33,8,1,3,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,202.28,0,0,Canceled,2016-06-14
7416,Resort Hotel,1,22,2016,August,33,8,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,231.0,0,0,Canceled,2016-07-22
7417,Resort Hotel,1,22,2016,August,33,8,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,219.0,0,0,Canceled,2016-07-22
7418,Resort Hotel,1,60,2016,August,33,8,1,3,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,243.63,0,0,Canceled,2016-06-14
7419,Resort Hotel,1,13,2016,August,33,8,1,3,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,369.0,0,0,Canceled,2016-07-27
7420,Resort Hotel,1,150,2016,August,33,8,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,262.0,0,0,Canceled,2016-03-14
